avg_cost,cuisines,id,location,name,price_range,rating
750,"Andhra, North Indian, Chinese, Mangalorean",50946,"56/A, 1st Main Road, Lower Palace Orchards, Bhasham Circle, Sadashiv Nagar, Bangalore",Swaadishta Restaurant,2,2.5
200,Fast Food,60119,"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,1,2.5
600,"Italian, Pizza",18476465,"16/3, Cambridge Road, Cambridge Layout, Jogupalya, Ulsoor, Bangalore",Crunch Pizzas,2,2.5
700,Cafe,17946100,"Jungle Resorts, Mysore-Bangalore Highway, Bidadi, Mysore Road, Bangalore",Cafe Coffee Day,2,2.5
400,"Chinese, Italian",50232,"A-17, Devatha Plaza, Residency Road, Bangalore",Casa Express,1,2.5
400,"South Indian, North Indian, Chinese, Street Food",57976,"Near Hope Farm Signal, Kadugodi, Whitefield, Bangalore",A2B - Adyar Ananda Bhavan,1,2.6
600,"Italian, Pizza",18457624,"2, Mangammanapalya Main Rd, Hosapalaya, Muneshwara Nagar, BTM, Bangalore",Crunch Pizzas,2,2.6
500,"North Indian, Chinese, Mughlai, Biryani",59291,"35, Sri Maheshwari Nilaya, Behind Maheshwari Temple, Near More, Mahadevapura, Marathahalli, Bangalore",Midnight Food Point,2,2.6
700,"Hyderabadi, North Indian, Chinese, Biryani",18022298,"65, 1st Floor, Karthik Nagar, Lrde Layout, Marathahalli, Bangalore",The Bawarchi,2,2.6
600,"Andhra, Biryani",18472376,"SY 9/2, 3rd Floor, Above Big Bazar, Ambalipura Village, Sarjapur Road, Bangalore",Kritunga Restaurant,2,2.6
450,"South Indian, North Indian, Chinese, Street Food, Juices",54534,"21/24, Next to Trinity Metro Station, MG Road, Bangalore",Vasudev Adiga's,1,2.6
400,"South Indian, North Indian, Chinese, Street Food",50013,"344, 7th Block, Koramangala 7th Block, Bangalore",A2B - Adyar Ananda Bhavan,1,2.6
700,Chinese,18480055,"2, Ulsoor Road, Yellappa Chetty Layout, Ulsoor, Bangalore",Wangs Kitchen,2,2.6
500,"South Indian, North Indian, Chinese, Fast Food",53680,"66, Coles Road, Frazer Town, Bangalore",Shanthi Sagar Deluxe,2,2.6
1000,"North Indian, Chinese",52817,"65-66, Hotel Komfort Terraces, MG Road, Bangalore",WYT RestroPub,3,2.7
500,"North Indian, Chinese, Fast Food",50919,"2, St. Patrick's Shopping Arcade, MG Road, Bangalore",Stars 'N' Stripes,2,2.7
600,Biryani,54741,"75, Jansons Building, Next to Westside, Commercial Street, Bangalore",Shaadi Ki Biryani,2,2.7
500,"Burger, Fast Food",59671,"112, Commercial Street, Bangalore",McDonald's,2,2.7
600,"Healthy Food, Salad, Fast Food",50925,"3rd Floor, Garuda Mall, Magrath Road, Ashok Nagar",Subway,2,2.7
400,"Desserts, Beverages, Ice Cream",18543408,"3rd Floor Garuda Mall Magrath Road, Brigade Road, Bangalore",Keventers,1,2.7
350,"Biryani, North Indian",53698,"29/1, 2nd Stage, CMH Road, Indiranagar, Bangalore",Ammi's Biryani,1,2.7
500,"Chinese, Tibetan, Momos",58624,"1, Cornwell Road, Next to St. Joseph's College, Shanti Nagar, Bangalore",Peace Restaurant,2,2.7
500,"North Indian, Chinese, Biryani, Rolls",57920,"Opposite Indiranagar Bus Depot, Old Madras Road, Bangalore",M.M.A Kababs Rolls & Biryani Center,2,2.7
700,Cafe,55822,"15/16/17, Ground Floor, Sigma Mall, Cunningham Road, Bangalore",Cafe Coffee Day,2,2.7
650,Cafe,58134,"89, Next To Baldwin Girls High School, Richmond Road, Bangalore",Cafe Coffee Day,2,2.8
700,"Cafe, Continental, European, Italian",18509809,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Hashtag Cafe,2,2.8
500,"North Indian, Chinese",18089714,"14, Behind 1 MG Mall, Brooklane Street, Ulsoor, Bangalore",Express Food Delivery,2,2.8
550,"North Indian, Chinese",18615281,"Plot 124, Near Vellara Junction, Opposite Brigade Towers, Brigade Road, Bangalore",Hatti Punjab Di,2,2.8
1000,"North Indian, Chinese",51367,"147, Infantry Road, Bangalore",Mint Masala,3,2.8
850,"Biryani, North Indian, Chinese, Seafood, Rolls",54414,"30/1, Near Indian Express, Cunningham Road, Bangalore",Rahhams,2,2.8
300,"South Indian, North Indian, Chinese",18472410,"66/1, Coles Road, Frazer Town, Bangalore",Vasudev Adiga's,1,2.8
700,"Biryani, North Indian",18534932,"Indiranagar, Bangalore",Sultan's Biryani,2,2.8
350,"Beverages, Juices",18692850,"18/3, Ali Askar Road, Off Cunningham Road, Cunningham Road, Bangalore",The ThickShake Factory,1,2.8
800,"North Indian, Chinese, Biryani, Kebab, Juices",50502,"42/5, Central Street, Shivajinagar Bus Stand, Shivajinagar, Bangalore",Imperial Restaurant,2,2.9
400,"Bakery, Desserts, Sandwich",50999,"1, Old Number 12, Ulsoor Road, Ulsoor, Bangalore",The French Loaf,1,2.9
300,"South Indian, North Indian",54227,"30, Residency Road, Brigade Road, Bangalore",The Chariot,1,2.9
200,"Fast Food, Rolls",54552,"Rex Theatre, Brigade Road, Bangalore",Lazeez Kolkata Katti Rolls,1,2.9
400,"South Indian, North Indian, Chinese, Street Food",18375543,"Meanee Avenue, Tank Road, Ulsoor, Bangalore",A2B - Adyar Ananda Bhavan,1,2.9
400,"North Indian, Chinese, South Indian",60394,"26, Central Street, Central Lodge Circle, Near Bus Stand, Shivajinagar, Bangalore",Hotel Metropole,1,2.9
700,Cafe,59675,"Opposte HDFC Bank, Meanee Avenue Road, Ulsoor, Bangalore",Cafe Coffee Day,2,2.9
600,"Biryani, North Indian",18631550,"Shop 19, Ground Floor, Kalpak Arcade, Church Street, Bangalore",Mad Over Biryani,2,2.9
200,Ice Cream,60412,"Lido Mall, Ulsoor, Bangalore",Gelato Italiano,1,2.9
1900,"North Indian, South Indian, Continental, Chinese",53570,"Brigade Garden, 48, Brigade Road, Bangalore",Flame Pub & Restaurant - Brigade Garden,3,2.9
250,"South Indian, North Indian",54556,"13/2, Opposite B.D.A. Complex, Yerappa Garden, Austin town, Richmond Road. Bangalore, Richmond Road, Bangalore",Kavya Sagar,1,2.9
650,"Cafe, Fast Food",56084,"4/1 Walton Road Circle, Lavelle Road, Bangalore",Cafe Coffee Day,2,2.9
600,"Cafe, Continental",54059,"29, Assaya Road, Pulikeshnagar, Frazer Town, Bangalore",Loca Moca,2,2.9
800,"North Indian, Continental, Chinese",53218,"2nd Floor, Public Utility Building, MG Road, Bangalore",Canopy,2,3
650,"North Indian, South Indian, Continental",18398398,"9, First floor, Curzon Complex, Brigade Road, Bangalore",Saatvikk,2,3
450,"South Indian, North Indian, Chinese, Street Food, Juices",59626,"40, Church Street, Bangalore",Vasudev Adiga's,1,3
200,Ice Cream,56031,"Ground Floor, Garuda Mall, Magrath Road, Ashok Nagar",Gelato Italiano,1,3
400,"South Indian, Chinese, North Indian",53675,"96 Ibrahim Sahib Street, Commercial Street, Bangalore",Vishnu Sagar,1,3
150,"Bakery, Desserts",51771,"12/56-2, Cambridge Road, Near Frank Anthony School, Ulsoor, Bangalore",The Donut Baker,1,3
400,"Kerala, Chinese, South Indian, North Indian",18430766,"1/1,Markham Raod, Behind Garuda Mall,Ashoknagar, Brigade Road, Bangalore",Shan Restaurant,1,3
700,Cafe,55817,"13-15, Windsor House, Brigade Road, Bangalore",Cafe Coffee Day,2,3
200,"Street Food, Rolls",55196,"Opposite State Bank of India, St. Marks Road, Bangalore",Tibbs Frankie,1,3
150,"North Indian, Street Food",58086,"Next To Ulsoor Metro Station, Vivekananda Road, Ulsoor, Bangalore",Bhaiya Ji Food Court,1,3
200,"South Indian, North Indian, Chinese",18711717,"3rd Floor, Garuda Mall, Brigade Road, Bangalore",Shiv Sager,1,3
700,Cafe,55821,"Bangalore Central, Residency Road, Bangalore",Cafe Coffee Day,2,3
700,Cafe,50184,"1st Floor, Opposite Mayo Hall, Residency Road, Bangalore",Cafe Coffee Day,2,3
1200,"North Indian, Continental, Chinese",51941,"The Chancery Hotel, Lavelle Road, Bangalore",South Parade - The Chancery Hotel,3,3
650,"Continental, Pizza, Fast Food",18604189,"109, St. Johns Church Road, Frazer Town, Bangalore",Ice & Spice,2,3
650,Cafe,18304725,"35, Cunningham Road, 4th Block, Kaverappa Layout, Vasanth Nagar, Cunningham Road, Bangalore",Cafe Coffee Day,2,3
150,"North Indian, Mithai",55717,"3136, 13th Cross, 7th Main, Near ESI Hospital, Off Double Road, Indiranagar, Bangalore",Bhikaram Chandmal Bhujiawala,1,3
500,"North Indian, Biryani",18419812,"No 29/1, 1st floor, CMH Road, Indiranagar 2nd Stage, Shanthinagara BBMP East Bangalore - 560038",RICE BAR,2,3
450,"Fast Food, Chinese",18665497,"10/ A, 17th E Cross, Above Royal Enfield, Eshwarya Layout, Indiranagar, Bangalore",Fresh Bites,1,3
1000,"North Indian, Chinese",52395,"Hotel Ramanashree, 2/1, Brunton Road, Opposite Old Passport Office, MG Road, Bangalore",Nithyothsav - Hotel Ramanashree,3,3.1
300,"Street Food, Beverages, North Indian",57629,"113, MG Road, Bangalore",New Arya Bhavan,1,3.1
700,Cafe,55824,"Metro Station, MG Road, Bangalore",Cafe Coffee Day,2,3.1
350,"Fast Food, Biryani, Rolls",50528,"48, Triumph Towers, Church Street, Bangalore",Kaati Zone,1,3.1
550,"Biryani, Chinese, Fast Food, North Indian",18738223,"14, St. Marks Road, Bangalore",KKR FOODIES,2,3.1
500,"Seafood, Mangalorean, Chinese, Indian",18791347,"35, Ground Floor, Brigade Road, Shanthala Nagar, Bangalore",Meenu Oota Da Maane,2,3.1
800,"North Indian, Chinese, Finger Food",18510155,"89, 91, Field Marshal Cariappa Road, Ashok Nagar, Brigade Road, Bangalore",Page 3 Multicuisine Restaurant & Bar,2,3.1
400,"Bakery, Desserts",58532,"1/8, Artillery Road, Ulsoor, Bangalore",Delices,1,3.1
350,"North Indian, South Indian, Arabian",18540735,"7, Near Madina Masjid (kerla masjid),south cross street, Neelsandra, Richmond Road, Bangalore",Al Swaad Take Away,1,3.1
150,North Indian,58133,"Markham Road, Ashok Nagar",Home Treat,1,3.1
500,Fast Food,18636573,"Shop 101, Main Road, Ashok Nagar, Brigade Road, Bangalore",Chilli Chicken,2,3.1
550,"Biryani, Andhra",18371240,"50, Sai Baba Temple Road, Cambridge Layout, Ulsoor, Bangalore",Biryani Bowl,2,3.1
300,"Fast Food, North Indian",55764,"Opposite RBANMS Grounds, St John's Road, Ulsoor, Bangalore",Sangam Kabab Corner,1,3.1
300,Biryani,18499714,"17,1th D Main, Thimmaiah Road, Shivanagar, Shivajinagar, Bangalore",New A1 Chicken Biryani Point,1,3.1
400,"Beverages, Fast Food",18657796,"4, Madras Bank Road, Lavelle Road, Bangalore",The Milkshake Theory,1,3.1
1000,"Asian, Continental",51933,"The Capitol, 3, Raj Bhavan Road, Near Cunningham Road, Cunningham Road, Bangalore",24 Carats - The Capitol,3,3.1
300,"Bengali, North Indian",18667577,"39/1, Coles Road, Frazer Town, Bangalore",The Bong,1,3.1
700,Cafe,50186,"37, Adams Corner, Coles Road, Frazer Town, Bangalore",Cafe Coffee Day,2,3.1
350,"Fast Food, Rolls",18439621,"25, Langford Road, Opposite St. Joseph's College Gate, Langford Town, Bangalore",Khan Saheb Grills and Rolls,1,3.1
250,"North Indian, Chinese, South Indian",52913,"150, Wheelers Road, Sindh Colony, Frazer Town, Bangalore",South Inn,1,3.1
900,"North Indian, Continental, Chinese",51440,"Ashraya Hotel, 149, Infantry Road, Bangalore",Aathithya,2,3.1
150,"Beverages, Juices, Ice Cream",18600878,"6/3, 5th Cross Road, Lakshmiamma Garden, Shanti Nagar, Bangalore",Lassi Shop,1,3.1
200,"Kerala, South Indian",18216651,"Edwards Road, Near Indian Express Circle, Queens Road Cross, Cunningham Road, Bangalore",Queens Food Corner,1,3.1
800,"North Indian, Continental, Finger Food",18729504,"34, Cunningham Road, Bangalore",M9 - Citrus Hotels,2,3.1
100,South Indian,54384,"Shop 40, Coles Road, Frazer Town, Bangalore",Pooja Veg,1,3.1
350,"South Indian, North Indian, Chinese",18599520,"546, Langford Road, Bheemanna Garden, Shanti Nagar, Bengalore",Sri Udupi Grand,1,3.1
200,"South Indian, Chinese",18280580,"30, Leemans Complex, Cunningham Road, Bangalore",Indira Darshini,1,3.1
300,South Indian,58416,"47, Lakshmipuram, CMH Road, Indiranagar, Bangalore",BR Military Hotel,1,3.1
200,Biryani,18581169,"69, Appareddy Palya, Double Road, Indiranagar, Bangalore",Ambur Dum Biriyani,1,3.1
150,Biryani,55312,"3197, Near Sai Baba Temple, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",Bismillah Ambur Biryani,1,3.1
450,"North Indian, BBQ, Biryani, Kebab",18856900,"Ground Floor, Swami Vivekanand Road, Lido Multiplex No , MG Road, Bangalore",UBQ by Barbeque Nation,1,3.2
800,"Biryani, Chinese, North Indian, South Indian",18935964,"18, Ramashree Arcade, MG Road, Bangalore",Dindigul Thalappakatti,2,3.2
400,Cafe,18622933,"Lower walkway, Rangoli Metro Art Center, Boulevard, MG Road, Bangalore",Dasaprakash Cafe,1,3.2
300,"Mithai, Street Food, North Indian",18654621,"115, Kapoor Building, MG Road, Bangalore",Arya Bhavan Sweets,1,3.2
300,"North Indian, Mithai",18208373,"47/1, Dickenson Road, Ground Floor, Off MG Road, MG Road, Bangalore",Bhaiyaji Food Court,1,3.2
3000,"Japanese, Asian",50890,"2nd Floor, UB City Mall, Vittal Mallya Road, Lavelle Road, Bangalore",Shiro,4,4.4
1500,"Italian, Salad",51029,"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Toscano,3,4.4
400,"Ice Cream, Desserts",18572828,"146, Near William Penn, Koramangala 5th Block, Bangalore",Corner House Ice Cream,1,4.6
1800,Japanese,54675,"The Chancery Hotel, Lavelle Road, Bangalore",Matsuri - The Chancery Hotel,3,4.4
500,"Healthy Food, North Indian, South Indian, Continental, Sandwich, Desserts",18745594,"69/A Ground Floor, West of Chord Road Layout, 2nd Stage, Rajajinagar, Bangalore",eat.fit,2,4.6
300,"Desserts, Bakery",18543546,"421, 4th D Main, 5th A Cross, Kalyan Nagar, Bangalore",Mugful Of Stories,1,4.6
1700,"Asian, North Indian, Thai",50975,"Barton Centre, 84, MG Road, Bangalore",The 13th Floor,3,4.3
1200,Chinese,18795951,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",Mahjong Room - WelcomHotel Bengaluru,3,4.6
1500,"North Indian, South Indian",50407,"Barton Center, 84, 13th Floor, MG Road, Bangalore",Ebony,3,4.3
2000,"American, Continental, Salad",54097,"8, 3rd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",Arbor Brewing Company,4,4.5
1500,"Steak, Italian, Continental, American, Burger, BBQ, Salad",53396,"1, Brunton Road, 1st Cross, Ashok Nagar, MG Road, Bangalore",Portland Steakhouse & Cafe,3,4.3
750,"North Indian, Arabian, South Indian, Chinese, Biryani",50471,"Central Street, Tasker Town, Shivajinagar, Bangalore",Empire Restaurant,2,4.5
3000,"European, Mediterranean, North Indian",50612,"The Oberoi, 37-39, MG Road, Bangalore",Le Jardin - The Oberoi,4,4.3
900,"Cafe, American, Burger, Steak",51038,"22, St. Marks Road, Bangalore",Truffles,2,4.5
3000,"Chinese, Momos",50692,"Vivanta By Taj, 41/3, MG Road, Bangalore",Memories of China - Taj MG Road Bengaluru,4,4.3
1300,"Continental, North Indian",18580379,"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",Double Decker,3,4.3
1800,"Mediterranean, European, Salad",50742,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Olive Bar And Kitchen,3,4.5
1500,"European, Asian",18260063,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Toast & Tonic,3,4.5
1500,"American, North Indian, Chinese, Finger Food, Momos",57438,"46/1, Cobalt Building, Church Street, Bangalore",Church Street Social,3,4.3
900,"Cafe, American, Burger, Steak",60449,"Vasavi Complex, St. Marks Road, Bangalore",Truffles,2,4.5
1700,"Continental, Italian",59638,"10th Level Prestige Towers, 99/100, Residency Road, Bangalore",Bangalore Brew Works,3,4.3
650,"Cafe, Italian, Burger, American, Steak",60587,"46, Church Street, Bangalore",Smally's Resto Cafe,2,4.3
3500,"Mangalorean, Konkan, Seafood, Kerala",50565,"Gateway Hotel, 66, Residency Road, Bangalore",Karavalli - The Gateway Hotel,4,4.5
1100,"Finger Food, Continental",59869,"1/A, Church Street, Bangalore",Easy Tiger,3,4.3
1800,"Malaysian, Singaporean, Thai",52219,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",Republic Of Noodles - Lemon Tree Premier,3,4.5
600,"Biryani, Seafood, Andhra, North Indian",51639,"57/1, 1st Floor, Jayalaxmi Chambers, Next to Old Galaxy Theatre, Residency Road, Bangalore",Meghana Foods,2,4.3
1250,"Desserts, Ice Cream, Beverages",18323126,"ITC Gardenia, 1, Ashok Nagar, Residency Road, Bangalore",Fabelle Chocolate Boutique - ITC Gardenia,3,4.5
800,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",52253,"15, Convent Road, Off Residency Road, Residency Road, Bangalore",Green Theory,2,4.3
250,"North Indian, Rolls",60773,"44, Aga Abudullah Street, Richmond Road, Bangalore",Siddiqu Kabab Center,1,4.5
800,"Andhra, Biryani",50709,"44/1, Residency Road, Bangalore",Nagarjuna,2,4.3
1300,"North Indian, Thai, Japanese, Continental",18308756,"18, Ali Askar Road, Cunningham Road, Bangalore",Hammered,3,4.5
1200,"Asian, Burger, Chinese, Indian, Healthy Food, Finger Food",18794942,"65, Residency Road, Bangalore",Sotally Tober,3,4.3
4000,Italian,55908,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Alba - JW Marriott Bengaluru,4,4.5
600,Cafe,50661,"2, Church Street, Bangalore",Matteo Coffea,2,4.3
1000,"North Indian, Chinese, Continental, Italian, Finger Food",18802696,"Hotel Southern Star, 40/2, Roof Top, Lavelle Road, Bangalore",Tree Tops Bar & Kitchen,3,4.5
2000,Modern Indian,18689586,"The Chancery Pavilion, 135, Residency Road, Bangalore",Alchemy - The Chancery Pavilion,4,4.3
400,"Ice Cream, Desserts",50306,"4, Madras Bank Road, Lavelle Road, Bangalore",Corner House Ice Cream,1,4.5
900,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",18518652,"9/3, Prestige Pearl House, Museum Road, Church Street, Bangalore",Little Green Cafe,2,4.3
1700,"American, Cafe, Continental",18523118,"Level 5, 1 MG Mall, Swami Vivekananda Road, Trinity Circle, MG Road, Bangalore",Caf?elix,3,4.4
400,Chinese,50453,"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore",Green Onion,1,4.3
1800,"Asian, Thai",50744,"84, 13th Floor, Barton Center, MG Road, Bangalore",ASEAN - On The Edge,3,4.4
2000,Japanese,53216,"1/3, 3rd Floor, Ulsoor, Bangalore",Teppan Japanese Grill & Sushi Bar,4,4.3
1500,Italian,18741892,"No.18, Ramanashree Arcade, Ground Floor, Ashok Nagar Post, MG Road, Bangalore",Chianti,3,4.4
700,"Cafe, Continental, Italian, Burger, Beverages",18508421,"34/1-2, Meanee Avenue Tank Road, Sivanchetty Road, Ulsoor, Bangalore",Skoolroom,2,4.3
700,"Continental, American, Italian, Beverages, Burger",18772983,"Church Street, Shanthala Nagar, Ashok Nagar, MG Road, Bangalore",The Bundle Co.,2,4.4
2500,"European, Continental, Chinese, Thai",50318,"ITC Gardenia, 1, Residency Road, Bangalore",Cubbon Pavilion - ITC Gardenia,4,4.3
2000,"Mediterranean, Continental, French, Italian",18641833,"5th Floor, Bangalore Central Mall, MG Road, Bangalore",Salvadores,4,4.4
2000,Japanese,50208,"131, 4th Floor, Devatha Plaza, Residency Road, Bangalore",Harima,4,4.3
750,"North Indian, Arabian, South Indian, Chinese, Biryani",50473,"35, Castle Street, Off Brigade Road, Brigade Road, Bangalore",Empire Restaurant,2,4.4
300,South Indian,51318,"29, Ground Floor, White House, St. Marks Road, Bangalore",MTR 1924,1,4.3
1700,"Chinese, Momos",50633,"First Floor, 14, Church Street, Bangalore",Mainland China,3,4.4
800,"North Eastern, Asian, Naga, Steak, Momos",18359137,"52/2, Sujay's Pride, Church Street, Bangalore",Somilan Steak House,2,4.3
1200,"Bengali, Seafood",58720,"14, 2nd Floor, Church Street, Bangalore",Oh! Calcutta,3,4.4
3400,"North Indian, European, Thai",55879,"The Ritz-Carlton, 99, Residency Road, Bangalore",The Market - The Ritz-Carlton,4,4.3
400,"Ice Cream, Desserts, Beverages",57750,"44/1, Residency Road, Bangalore",Art of Delight,1,4.4
1300,"Finger Food, American, Continental, Asian, Mangalorean, Goan",18705073,"148 /149, St Thomas Building, Brigade Road, Bangalore",Laughing Llama Gastropub,3,4.3
1600,"North Indian, European, Mediterranean, BBQ, Kebab",53968,"1/4, Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, Bangalore",Barbeque Nation,3,4.4
3000,Finger Food,55881,"The Ritz-Carlton, 99, Residency Road, Bangalore",Bang - The Ritz-Carlton,4,4.3
1500,"Korean, Chinese, Japanese",51839,"NO 20, C/O PAULS CASTLE CASTLE STREET, ASHOK NAGAR",Hae Kum Gang,3,4.4
1200,"Mediterranean, Italian, Asian",18718328,"2nd Floor, 17/22, Vasavi Complex, St. Marks Road, Bangalore",Capri Gastrobar,3,4.3
1500,"Asian, Continental, European, North Indian",18871246,"Level 5, Eva Mall, Brigade Road, Bangalore",ShakesBierre,3,4.4
